horizon,mse,rmse,mae,mape,mdape,smape,coverage
238 days,641.2219686571786,25.32236104033703,20.291271221044035,0.03558954675123556,0.030136995331592174,0.03581047523297922,0.7328767123287672
239 days,640.9357804473665,25.316709510664424,20.24485493266025,0.03560397234629435,0.027739239158589796,0.03578279574069998,0.726027397260274
240 days,693.6801598916409,26.33780856281784,20.901193993657248,0.03654255411478046,0.027739239158589796,0.03684849692331092,0.7054794520547946
241 days,676.9912699851435,26.019055901111084,20.550433951997647,0.03585030783962188,0.027467883345207743,0.03620041710797542,0.7191780821917808
242 days,673.7021783992569,25.955773508012758,20.587035313000406,0.035903240767182945,0.027739239158589796,0.03626695743180514,0.726027397260274
243 days,671.1577383732744,25.906712226241183,20.522087891525583,0.03579453607476905,0.027739239158589796,0.036158506395340746,0.726027397260274
244 days,660.8878457068462,25.70773902362567,20.301142850905915,0.035368994714111174,0.027467883345207743,0.03575610691775409,0.7328767123287672
245 days,690.0721689989518,26.269224750626954,20.5902924616785,0.035760720468584736,0.027739239158589796,0.036221929157476046,0.7328767123287672
246 days,677.2594920360316,26.024209729327644,20.455177193303285,0.035575314738870135,0.027739239158589796,0.03601583661485515,0.7328767123287672
247 days,677.6460476127137,26.03163551551676,20.51270896475786,0.03555885327321468,0.028472341419150192,0.036068502269057216,0.726027397260274
248 days,694.9904353952027,26.36267124923426,20.760674608955153,0.0359719402915561,0.027467883345207743,0.0365025326828729,0.7191780821917808
249 days,742.7937476855549,27.254242746507465,21.272213415376765,0.03678028424921381,0.027467883345207743,0.037365646024728257,0.7123287671232876
250 days,818.1384800028449,28.603120109576242,22.249019850177604,0.03830560431136304,0.030136995331592174,0.03899580387943681,0.6986301369863014
251 days,838.7763186834708,28.961635290215757,22.726052505163587,0.039181969451211204,0.03268389197036122,0.03985606194558207,0.684931506849315
252 days,826.6419141013622,28.75138108163436,22.299598024052855,0.03845125967607297,0.030136995331592174,0.039113991111208495,0.6917808219178082
